"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11564,13265,"T7p22","4A",132567
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11634,11757,"T7p23","4.1",12751
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",11753,13265,"T7p24","4B",123164
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",12987,13326,"T7p25","4.2",51061
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13351,13564,"T7p26","4.3",63711
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13583,13853,"T7p27","4.5",55019
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",13926,14334,"T7p28","4.7",26021
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",14352,16467,"T7p29","5",178052
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16482,16839,"T7p30","5.3",61044
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16850,17359,"T7p31","5.5-5.7",119935
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",16850,17150,"T7p32","5.5",81063
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17149,17359,"T7p33","5.7",68141
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17358,17517,"T7p34","5.9",48464
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",17503,18406,"T7p35","6",258142
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18393,18507,"T7p36","6.3",60424
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18604,18859,"T7p37","6.5",279039
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",18863,19130,"T7p38","6.7",300375
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19129,19531,"T7p39","7",401647
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19534,19834,"T7p40","7.3",322069
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",19847,20240,"T7p41","7.7",262392
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",20239,21850,"T7p42","8",486047
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",21949,22873,"T7p43","9",268870
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",22966,24162,"T7p44","10B",458335
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",22966,24004,"T7p45","10A",423907
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",24227,24818,"T7p46","11",35848
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",24841,27226,"T7p47","12",145786
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",27306,27723,"T7p48","13",78954
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",27727,28318,"T7p49","14",220033
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",28324,30568,"T7p50","15",581261
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",30594,34551,"T7p51","16",735840
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",34623,36285,"T7p52","17",1587820
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36343,36547,"T7p53","17.5",199993
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36552,36822,"T7p54","18",220376
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",36916,37348,"T7p55","18.5",195751
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",37031,37283,"T7p56","18.7",133902
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",37369,39130,"T7p57","19",786617
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",38015,38273,"T7p58","19.2",170181
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",38552,38726,"T7p59","19.3",115955
"8st-910","8st-910","8st","phi910","PA141","4","T7Hi",39388,39538,"T7p60","19.5",301405
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",890,1468,"T7p01","0.3",34072
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1277,1433,"T7p02","0.4",1
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1468,3138,"T7p03","0.7",45988
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1495,1639,"T7p04","0.5",3
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1972,"T7p05","0.6B",4
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",1635,1797,"T7p06","0.6A",2
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",3138,5887,"T7p07","1",163937
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",5887,6448,"T7p08","1.2",270199
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6006,6135,"T7p09","1.1",59524
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",6448,7588,"T7p10","1.3",514904
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7607,7763,"T7p11","1.4",29579
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7790,7880,"T7p12","1.5",70669
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",7905,8166,"T7p13","1.6",176284
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8165,8756,"T7p14","1.7",531211
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8748,8895,"T7p15","1.8",221538
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",8897,9092,"T7p16","2",194846
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9157,9856,"T7p17","2.5",601520
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",9856,10276,"T7p18","2.8",376339
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10256,10706,"T7p19","3",755186
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",10705,11161,"T7p20","3.5",703992
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11224,11590,"T7p21","3.8",51723
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11564,13265,"T7p22","4A",342041
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11634,11757,"T7p23","4.1",35314
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",11753,13265,"T7p24","4B",315188
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",12987,13326,"T7p25","4.2",153291
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13351,13564,"T7p26","4.3",216416
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13583,13853,"T7p27","4.5",120617
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",13926,14334,"T7p28","4.7",72720
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",14352,16467,"T7p29","5",507115
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16482,16839,"T7p30","5.3",207052
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17359,"T7p31","5.5-5.7",235609
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",16850,17150,"T7p32","5.5",156324
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17149,17359,"T7p33","5.7",134095
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17358,17517,"T7p34","5.9",100390
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",17503,18406,"T7p35","6",462490
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18393,18507,"T7p36","6.3",92604
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18604,18859,"T7p37","6.5",453099
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",18863,19130,"T7p38","6.7",481762
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19129,19531,"T7p39","7",801473
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19534,19834,"T7p40","7.3",685678
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",19847,20240,"T7p41","7.7",584769
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",20239,21850,"T7p42","8",1199475
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",21949,22873,"T7p43","9",532770
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",22966,24162,"T7p44","10B",947033
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",22966,24004,"T7p45","10A",880519
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",24227,24818,"T7p46","11",91651
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",24841,27226,"T7p47","12",291850
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",27306,27723,"T7p48","13",157740
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",27727,28318,"T7p49","14",395933
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",28324,30568,"T7p50","15",1081581
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",30594,34551,"T7p51","16",1359583
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",34623,36285,"T7p52","17",2398634
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36343,36547,"T7p53","17.5",300847
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36552,36822,"T7p54","18",331380
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",36916,37348,"T7p55","18.5",370836
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",37031,37283,"T7p56","18.7",207486
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",37369,39130,"T7p57","19",1291033
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",38015,38273,"T7p58","19.2",302219
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",38552,38726,"T7p59","19.3",182136
"8st-910","8st-910","8st","phi910","PA153","5","T7Hi",39388,39538,"T7p60","19.5",252452
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",890,1468,"T7p01","0.3",28890
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1277,1433,"T7p02","0.4",4
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1468,3138,"T7p03","0.7",36280
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1495,1639,"T7p04","0.5",7
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1635,1972,"T7p05","0.6B",3
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",1635,1797,"T7p06","0.6A",2
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",3138,5887,"T7p07","1",129910
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",5887,6448,"T7p08","1.2",186858
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",6006,6135,"T7p09","1.1",44019
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",6448,7588,"T7p10","1.3",413156
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7607,7763,"T7p11","1.4",20319
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7790,7880,"T7p12","1.5",56920
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",7905,8166,"T7p13","1.6",138176
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8165,8756,"T7p14","1.7",378011
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8748,8895,"T7p15","1.8",141713
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",8897,9092,"T7p16","2",138560
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",9157,9856,"T7p17","2.5",443340
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",9856,10276,"T7p18","2.8",231785
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",10256,10706,"T7p19","3",587250
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",10705,11161,"T7p20","3.5",487707
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11224,11590,"T7p21","3.8",29290
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11564,13265,"T7p22","4A",187687
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11634,11757,"T7p23","4.1",20261
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",11753,13265,"T7p24","4B",171960
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",12987,13326,"T7p25","4.2",96593
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13351,13564,"T7p26","4.3",153188
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13583,13853,"T7p27","4.5",64515
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",13926,14334,"T7p28","4.7",38384
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",14352,16467,"T7p29","5",288705
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16482,16839,"T7p30","5.3",115735
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16850,17359,"T7p31","5.5-5.7",133549
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",16850,17150,"T7p32","5.5",81082
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17149,17359,"T7p33","5.7",83527
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17358,17517,"T7p34","5.9",60222
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",17503,18406,"T7p35","6",297090
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18393,18507,"T7p36","6.3",40600
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18604,18859,"T7p37","6.5",274037
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",18863,19130,"T7p38","6.7",294413
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19129,19531,"T7p39","7",508136
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19534,19834,"T7p40","7.3",451853
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",19847,20240,"T7p41","7.7",334471
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",20239,21850,"T7p42","8",817658
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",21949,22873,"T7p43","9",392143
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",22966,24162,"T7p44","10B",692818
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",22966,24004,"T7p45","10A",652964
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",24227,24818,"T7p46","11",79545
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",24841,27226,"T7p47","12",205248
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",27306,27723,"T7p48","13",105689
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",27727,28318,"T7p49","14",278380
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",28324,30568,"T7p50","15",768598
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",30594,34551,"T7p51","16",1016548
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",34623,36285,"T7p52","17",1555778
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36343,36547,"T7p53","17.5",177679
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36552,36822,"T7p54","18",197393
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",36916,37348,"T7p55","18.5",283999
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",37031,37283,"T7p56","18.7",146985
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",37369,39130,"T7p57","19",829669
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",38015,38273,"T7p58","19.2",212971
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",38552,38726,"T7p59","19.3",120359
"8st-910","8st-910","8st","phi910","PA162","6","T7Hi",39388,39538,"T7p60","19.5",126547
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",890,1468,"T7p01","0.3",28398
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1277,1433,"T7p02","0.4",1
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1468,3138,"T7p03","0.7",35725
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1495,1639,"T7p04","0.5",1
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1635,1972,"T7p05","0.6B",2
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",1635,1797,"T7p06","0.6A",2
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",3138,5887,"T7p07","1",109814
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",5887,6448,"T7p08","1.2",178886
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",6006,6135,"T7p09","1.1",45538
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",6448,7588,"T7p10","1.3",399676
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7607,7763,"T7p11","1.4",24592
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7790,7880,"T7p12","1.5",62257
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",7905,8166,"T7p13","1.6",165054
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8165,8756,"T7p14","1.7",463715
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8748,8895,"T7p15","1.8",185926
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",8897,9092,"T7p16","2",182071
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",9157,9856,"T7p17","2.5",652606
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",9856,10276,"T7p18","2.8",346611
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",10256,10706,"T7p19","3",584847
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",10705,11161,"T7p20","3.5",569760
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11224,11590,"T7p21","3.8",67758
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11564,13265,"T7p22","4A",488506
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11634,11757,"T7p23","4.1",52546
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",11753,13265,"T7p24","4B",450208
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",12987,13326,"T7p25","4.2",196428
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13351,13564,"T7p26","4.3",259705
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13583,13853,"T7p27","4.5",187640
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",13926,14334,"T7p28","4.7",91769
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",14352,16467,"T7p29","5",564151
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16482,16839,"T7p30","5.3",170464
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16850,17359,"T7p31","5.5-5.7",224743
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",16850,17150,"T7p32","5.5",143085
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17149,17359,"T7p33","5.7",130342
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17358,17517,"T7p34","5.9",98281
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",17503,18406,"T7p35","6",435286
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",18393,18507,"T7p36","6.3",82002
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",18604,18859,"T7p37","6.5",223027
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",18863,19130,"T7p38","6.7",245002
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",19129,19531,"T7p39","7",362189
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",19534,19834,"T7p40","7.3",304760
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",19847,20240,"T7p41","7.7",302425
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",20239,21850,"T7p42","8",659601
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",21949,22873,"T7p43","9",315389
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",22966,24162,"T7p44","10B",496288
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",22966,24004,"T7p45","10A",463481
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",24227,24818,"T7p46","11",46924
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",24841,27226,"T7p47","12",140862
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",27306,27723,"T7p48","13",74343
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",27727,28318,"T7p49","14",191142
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",28324,30568,"T7p50","15",514141
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",30594,34551,"T7p51","16",652629
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",34623,36285,"T7p52","17",1229330
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",36343,36547,"T7p53","17.5",164888
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",36552,36822,"T7p54","18",148151
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",36916,37348,"T7p55","18.5",212201
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",37031,37283,"T7p56","18.7",118235
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",37369,39130,"T7p57","19",638727
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",38015,38273,"T7p58","19.2",155411
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",38552,38726,"T7p59","19.3",95429
"8st-910","8st-910","8st","phi910","PA171","7","T7Hi",39388,39538,"T7p60","19.5",66645
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",890,1468,"T7p01","0.3",16924
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",1277,1433,"T7p02","0.4",2
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",1468,3138,"T7p03","0.7",23083
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",1495,1639,"T7p04","0.5",3
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",1635,1972,"T7p05","0.6B",1
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",1635,1797,"T7p06","0.6A",1
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",3138,5887,"T7p07","1",120057
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",5887,6448,"T7p08","1.2",91434
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",6006,6135,"T7p09","1.1",25966
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",6448,7588,"T7p10","1.3",185889
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",7607,7763,"T7p11","1.4",11906
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",7790,7880,"T7p12","1.5",26132
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",7905,8166,"T7p13","1.6",57264
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",8165,8756,"T7p14","1.7",126896
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",8748,8895,"T7p15","1.8",46497
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",8897,9092,"T7p16","2",48831
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",9157,9856,"T7p17","2.5",149642
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",9856,10276,"T7p18","2.8",101311
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",10256,10706,"T7p19","3",130431
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",10705,11161,"T7p20","3.5",232612
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",11224,11590,"T7p21","3.8",6856
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",11564,13265,"T7p22","4A",45090
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",11634,11757,"T7p23","4.1",4747
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",11753,13265,"T7p24","4B",41630
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",12987,13326,"T7p25","4.2",18339
"910L2evo","910L2evo","wt","phi910","PA175","8","T7Hi",13351,13564,"T7p26","4.3",27694
