"strain","treatment","background","knockout","Sample","rep","ref_genome","start","stop","locus_tag","gene","counts"
"T7Hi","wt","wt","wt","PA148","5","T7Hi",37369,39130,"T7p57","19",610640
"T7Hi","wt","wt","wt","PA148","5","T7Hi",38015,38273,"T7p58","19.2",134202
"T7Hi","wt","wt","wt","PA148","5","T7Hi",38552,38726,"T7p59","19.3",86604
"T7Hi","wt","wt","wt","PA148","5","T7Hi",39388,39538,"T7p60","19.5",99658
"T7Hi","wt","wt","wt","PA157","6","T7Hi",890,1468,"T7p01","0.3",12207
"T7Hi","wt","wt","wt","PA157","6","T7Hi",1277,1433,"T7p02","0.4",17
"T7Hi","wt","wt","wt","PA157","6","T7Hi",1468,3138,"T7p03","0.7",16940
"T7Hi","wt","wt","wt","PA157","6","T7Hi",1495,1639,"T7p04","0.5",0
"T7Hi","wt","wt","wt","PA157","6","T7Hi",1635,1972,"T7p05","0.6B",3
"T7Hi","wt","wt","wt","PA157","6","T7Hi",1635,1797,"T7p06","0.6A",1
"T7Hi","wt","wt","wt","PA157","6","T7Hi",3138,5887,"T7p07","1",80403
"T7Hi","wt","wt","wt","PA157","6","T7Hi",5887,6448,"T7p08","1.2",88490
"T7Hi","wt","wt","wt","PA157","6","T7Hi",6006,6135,"T7p09","1.1",19622
"T7Hi","wt","wt","wt","PA157","6","T7Hi",6448,7588,"T7p10","1.3",172837
"T7Hi","wt","wt","wt","PA157","6","T7Hi",7607,7763,"T7p11","1.4",8529
"T7Hi","wt","wt","wt","PA157","6","T7Hi",7790,7880,"T7p12","1.5",18306
"T7Hi","wt","wt","wt","PA157","6","T7Hi",7905,8166,"T7p13","1.6",36393
"T7Hi","wt","wt","wt","PA157","6","T7Hi",8165,8756,"T7p14","1.7",101054
"T7Hi","wt","wt","wt","PA157","6","T7Hi",8748,8895,"T7p15","1.8",40947
"T7Hi","wt","wt","wt","PA157","6","T7Hi",8897,9092,"T7p16","2",36252
"T7Hi","wt","wt","wt","PA157","6","T7Hi",9157,9856,"T7p17","2.5",117456
"T7Hi","wt","wt","wt","PA157","6","T7Hi",9856,10276,"T7p18","2.8",95596
"T7Hi","wt","wt","wt","PA157","6","T7Hi",10256,10706,"T7p19","3",179054
"T7Hi","wt","wt","wt","PA157","6","T7Hi",10705,11161,"T7p20","3.5",218687
"T7Hi","wt","wt","wt","PA157","6","T7Hi",11224,11590,"T7p21","3.8",4676
"T7Hi","wt","wt","wt","PA157","6","T7Hi",11564,13265,"T7p22","4A",31662
"T7Hi","wt","wt","wt","PA157","6","T7Hi",11634,11757,"T7p23","4.1",3387
"T7Hi","wt","wt","wt","PA157","6","T7Hi",11753,13265,"T7p24","4B",29111
"T7Hi","wt","wt","wt","PA157","6","T7Hi",12987,13326,"T7p25","4.2",14608
"T7Hi","wt","wt","wt","PA157","6","T7Hi",13351,13564,"T7p26","4.3",19611
"T7Hi","wt","wt","wt","PA157","6","T7Hi",13583,13853,"T7p27","4.5",11069
"T7Hi","wt","wt","wt","PA157","6","T7Hi",13926,14334,"T7p28","4.7",9294
"T7Hi","wt","wt","wt","PA157","6","T7Hi",14352,16467,"T7p29","5",57651
"T7Hi","wt","wt","wt","PA157","6","T7Hi",16482,16839,"T7p30","5.3",27869
"T7Hi","wt","wt","wt","PA157","6","T7Hi",16850,17359,"T7p31","5.5-5.7",34779
"T7Hi","wt","wt","wt","PA157","6","T7Hi",16850,17150,"T7p32","5.5",24211
"T7Hi","wt","wt","wt","PA157","6","T7Hi",17149,17359,"T7p33","5.7",18849
"T7Hi","wt","wt","wt","PA157","6","T7Hi",17358,17517,"T7p34","5.9",13538
"T7Hi","wt","wt","wt","PA157","6","T7Hi",17503,18406,"T7p35","6",71946
"T7Hi","wt","wt","wt","PA157","6","T7Hi",18393,18507,"T7p36","6.3",13972
"T7Hi","wt","wt","wt","PA157","6","T7Hi",18604,18859,"T7p37","6.5",201715
"T7Hi","wt","wt","wt","PA157","6","T7Hi",18863,19130,"T7p38","6.7",197966
"T7Hi","wt","wt","wt","PA157","6","T7Hi",19129,19531,"T7p39","7",345412
"T7Hi","wt","wt","wt","PA157","6","T7Hi",19534,19834,"T7p40","7.3",300975
"T7Hi","wt","wt","wt","PA157","6","T7Hi",19847,20240,"T7p41","7.7",342304
"T7Hi","wt","wt","wt","PA157","6","T7Hi",20239,21850,"T7p42","8",1242893
"T7Hi","wt","wt","wt","PA157","6","T7Hi",21949,22873,"T7p43","9",979605
"T7Hi","wt","wt","wt","PA157","6","T7Hi",22966,24162,"T7p44","10B",3541890
"T7Hi","wt","wt","wt","PA157","6","T7Hi",22966,24004,"T7p45","10A",3275253
"T7Hi","wt","wt","wt","PA157","6","T7Hi",24227,24818,"T7p46","11",185967
"T7Hi","wt","wt","wt","PA157","6","T7Hi",24841,27226,"T7p47","12",487134
"T7Hi","wt","wt","wt","PA157","6","T7Hi",27306,27723,"T7p48","13",100226
"T7Hi","wt","wt","wt","PA157","6","T7Hi",27727,28318,"T7p49","14",215862
"T7Hi","wt","wt","wt","PA157","6","T7Hi",28324,30568,"T7p50","15",674267
"T7Hi","wt","wt","wt","PA157","6","T7Hi",30594,34551,"T7p51","16",890508
"T7Hi","wt","wt","wt","PA157","6","T7Hi",34623,36285,"T7p52","17",777982
"T7Hi","wt","wt","wt","PA157","6","T7Hi",36343,36547,"T7p53","17.5",84218
"T7Hi","wt","wt","wt","PA157","6","T7Hi",36552,36822,"T7p54","18",101617
"T7Hi","wt","wt","wt","PA157","6","T7Hi",36916,37348,"T7p55","18.5",109223
"T7Hi","wt","wt","wt","PA157","6","T7Hi",37031,37283,"T7p56","18.7",59888
"T7Hi","wt","wt","wt","PA157","6","T7Hi",37369,39130,"T7p57","19",432860
"T7Hi","wt","wt","wt","PA157","6","T7Hi",38015,38273,"T7p58","19.2",88419
"T7Hi","wt","wt","wt","PA157","6","T7Hi",38552,38726,"T7p59","19.3",60961
"T7Hi","wt","wt","wt","PA157","6","T7Hi",39388,39538,"T7p60","19.5",182419
"T7Hi","wt","wt","wt","PA166","7","T7Hi",890,1468,"T7p01","0.3",15453
"T7Hi","wt","wt","wt","PA166","7","T7Hi",1277,1433,"T7p02","0.4",0
"T7Hi","wt","wt","wt","PA166","7","T7Hi",1468,3138,"T7p03","0.7",17744
"T7Hi","wt","wt","wt","PA166","7","T7Hi",1495,1639,"T7p04","0.5",3
"T7Hi","wt","wt","wt","PA166","7","T7Hi",1635,1972,"T7p05","0.6B",0
"T7Hi","wt","wt","wt","PA166","7","T7Hi",1635,1797,"T7p06","0.6A",0
"T7Hi","wt","wt","wt","PA166","7","T7Hi",3138,5887,"T7p07","1",88809
"T7Hi","wt","wt","wt","PA166","7","T7Hi",5887,6448,"T7p08","1.2",81608
"T7Hi","wt","wt","wt","PA166","7","T7Hi",6006,6135,"T7p09","1.1",21182
"T7Hi","wt","wt","wt","PA166","7","T7Hi",6448,7588,"T7p10","1.3",174739
"T7Hi","wt","wt","wt","PA166","7","T7Hi",7607,7763,"T7p11","1.4",7867
"T7Hi","wt","wt","wt","PA166","7","T7Hi",7790,7880,"T7p12","1.5",20504
"T7Hi","wt","wt","wt","PA166","7","T7Hi",7905,8166,"T7p13","1.6",43658
"T7Hi","wt","wt","wt","PA166","7","T7Hi",8165,8756,"T7p14","1.7",112979
"T7Hi","wt","wt","wt","PA166","7","T7Hi",8748,8895,"T7p15","1.8",41463
"T7Hi","wt","wt","wt","PA166","7","T7Hi",8897,9092,"T7p16","2",40287
"T7Hi","wt","wt","wt","PA166","7","T7Hi",9157,9856,"T7p17","2.5",138492
"T7Hi","wt","wt","wt","PA166","7","T7Hi",9856,10276,"T7p18","2.8",97642
"T7Hi","wt","wt","wt","PA166","7","T7Hi",10256,10706,"T7p19","3",197582
"T7Hi","wt","wt","wt","PA166","7","T7Hi",10705,11161,"T7p20","3.5",219728
"T7Hi","wt","wt","wt","PA166","7","T7Hi",11224,11590,"T7p21","3.8",5439
"T7Hi","wt","wt","wt","PA166","7","T7Hi",11564,13265,"T7p22","4A",38005
"T7Hi","wt","wt","wt","PA166","7","T7Hi",11634,11757,"T7p23","4.1",3864
"T7Hi","wt","wt","wt","PA166","7","T7Hi",11753,13265,"T7p24","4B",35140
"T7Hi","wt","wt","wt","PA166","7","T7Hi",12987,13326,"T7p25","4.2",17483
"T7Hi","wt","wt","wt","PA166","7","T7Hi",13351,13564,"T7p26","4.3",23259
"T7Hi","wt","wt","wt","PA166","7","T7Hi",13583,13853,"T7p27","4.5",12172
"T7Hi","wt","wt","wt","PA166","7","T7Hi",13926,14334,"T7p28","4.7",9867
"T7Hi","wt","wt","wt","PA166","7","T7Hi",14352,16467,"T7p29","5",67086
"T7Hi","wt","wt","wt","PA166","7","T7Hi",16482,16839,"T7p30","5.3",29517
"T7Hi","wt","wt","wt","PA166","7","T7Hi",16850,17359,"T7p31","5.5-5.7",35160
"T7Hi","wt","wt","wt","PA166","7","T7Hi",16850,17150,"T7p32","5.5",23927
"T7Hi","wt","wt","wt","PA166","7","T7Hi",17149,17359,"T7p33","5.7",19955
"T7Hi","wt","wt","wt","PA166","7","T7Hi",17358,17517,"T7p34","5.9",13833
"T7Hi","wt","wt","wt","PA166","7","T7Hi",17503,18406,"T7p35","6",80205
"T7Hi","wt","wt","wt","PA166","7","T7Hi",18393,18507,"T7p36","6.3",15676
"T7Hi","wt","wt","wt","PA166","7","T7Hi",18604,18859,"T7p37","6.5",192145
"T7Hi","wt","wt","wt","PA166","7","T7Hi",18863,19130,"T7p38","6.7",189937
"T7Hi","wt","wt","wt","PA166","7","T7Hi",19129,19531,"T7p39","7",332541
"T7Hi","wt","wt","wt","PA166","7","T7Hi",19534,19834,"T7p40","7.3",292266
"T7Hi","wt","wt","wt","PA166","7","T7Hi",19847,20240,"T7p41","7.7",319182
"T7Hi","wt","wt","wt","PA166","7","T7Hi",20239,21850,"T7p42","8",1176579
"T7Hi","wt","wt","wt","PA166","7","T7Hi",21949,22873,"T7p43","9",1004424
"T7Hi","wt","wt","wt","PA166","7","T7Hi",22966,24162,"T7p44","10B",3303529
"T7Hi","wt","wt","wt","PA166","7","T7Hi",22966,24004,"T7p45","10A",3069829
"T7Hi","wt","wt","wt","PA166","7","T7Hi",24227,24818,"T7p46","11",204992
"T7Hi","wt","wt","wt","PA166","7","T7Hi",24841,27226,"T7p47","12",507184
"T7Hi","wt","wt","wt","PA166","7","T7Hi",27306,27723,"T7p48","13",85886
"T7Hi","wt","wt","wt","PA166","7","T7Hi",27727,28318,"T7p49","14",229062
"T7Hi","wt","wt","wt","PA166","7","T7Hi",28324,30568,"T7p50","15",686666
"T7Hi","wt","wt","wt","PA166","7","T7Hi",30594,34551,"T7p51","16",900727
"T7Hi","wt","wt","wt","PA166","7","T7Hi",34623,36285,"T7p52","17",749439
"T7Hi","wt","wt","wt","PA166","7","T7Hi",36343,36547,"T7p53","17.5",88793
"T7Hi","wt","wt","wt","PA166","7","T7Hi",36552,36822,"T7p54","18",90802
"T7Hi","wt","wt","wt","PA166","7","T7Hi",36916,37348,"T7p55","18.5",127561
"T7Hi","wt","wt","wt","PA166","7","T7Hi",37031,37283,"T7p56","18.7",64070
"T7Hi","wt","wt","wt","PA166","7","T7Hi",37369,39130,"T7p57","19",424875
"T7Hi","wt","wt","wt","PA166","7","T7Hi",38015,38273,"T7p58","19.2",92221
"T7Hi","wt","wt","wt","PA166","7","T7Hi",38552,38726,"T7p59","19.3",59155
"T7Hi","wt","wt","wt","PA166","7","T7Hi",39388,39538,"T7p60","19.5",136186
"T7Hi","wt","wt","wt","PA181","8","T7Hi",890,1468,"T7p01","0.3",6721
"T7Hi","wt","wt","wt","PA181","8","T7Hi",1277,1433,"T7p02","0.4",1
"T7Hi","wt","wt","wt","PA181","8","T7Hi",1468,3138,"T7p03","0.7",9836
"T7Hi","wt","wt","wt","PA181","8","T7Hi",1495,1639,"T7p04","0.5",1
"T7Hi","wt","wt","wt","PA181","8","T7Hi",1635,1972,"T7p05","0.6B",0
"T7Hi","wt","wt","wt","PA181","8","T7Hi",1635,1797,"T7p06","0.6A",0
"T7Hi","wt","wt","wt","PA181","8","T7Hi",3138,5887,"T7p07","1",44318
"T7Hi","wt","wt","wt","PA181","8","T7Hi",5887,6448,"T7p08","1.2",62761
"T7Hi","wt","wt","wt","PA181","8","T7Hi",6006,6135,"T7p09","1.1",18022
"T7Hi","wt","wt","wt","PA181","8","T7Hi",6448,7588,"T7p10","1.3",139166
"T7Hi","wt","wt","wt","PA181","8","T7Hi",7607,7763,"T7p11","1.4",9887
"T7Hi","wt","wt","wt","PA181","8","T7Hi",7790,7880,"T7p12","1.5",17371
"T7Hi","wt","wt","wt","PA181","8","T7Hi",7905,8166,"T7p13","1.6",41239
"T7Hi","wt","wt","wt","PA181","8","T7Hi",8165,8756,"T7p14","1.7",93745
"T7Hi","wt","wt","wt","PA181","8","T7Hi",8748,8895,"T7p15","1.8",38633
"T7Hi","wt","wt","wt","PA181","8","T7Hi",8897,9092,"T7p16","2",38900
"T7Hi","wt","wt","wt","PA181","8","T7Hi",9157,9856,"T7p17","2.5",173249
"T7Hi","wt","wt","wt","PA181","8","T7Hi",9856,10276,"T7p18","2.8",125251
"T7Hi","wt","wt","wt","PA181","8","T7Hi",10256,10706,"T7p19","3",151286
"T7Hi","wt","wt","wt","PA181","8","T7Hi",10705,11161,"T7p20","3.5",219828
"T7Hi","wt","wt","wt","PA181","8","T7Hi",11224,11590,"T7p21","3.8",5855
"T7Hi","wt","wt","wt","PA181","8","T7Hi",11564,13265,"T7p22","4A",48662
"T7Hi","wt","wt","wt","PA181","8","T7Hi",11634,11757,"T7p23","4.1",4974
"T7Hi","wt","wt","wt","PA181","8","T7Hi",11753,13265,"T7p24","4B",45196
"T7Hi","wt","wt","wt","PA181","8","T7Hi",12987,13326,"T7p25","4.2",18789
"T7Hi","wt","wt","wt","PA181","8","T7Hi",13351,13564,"T7p26","4.3",23138
"T7Hi","wt","wt","wt","PA181","8","T7Hi",13583,13853,"T7p27","4.5",19623
"T7Hi","wt","wt","wt","PA181","8","T7Hi",13926,14334,"T7p28","4.7",15749
"T7Hi","wt","wt","wt","PA181","8","T7Hi",14352,16467,"T7p29","5",109279
"T7Hi","wt","wt","wt","PA181","8","T7Hi",16482,16839,"T7p30","5.3",31707
"T7Hi","wt","wt","wt","PA181","8","T7Hi",16850,17359,"T7p31","5.5-5.7",56948
"T7Hi","wt","wt","wt","PA181","8","T7Hi",16850,17150,"T7p32","5.5",37086
"T7Hi","wt","wt","wt","PA181","8","T7Hi",17149,17359,"T7p33","5.7",32025
"T7Hi","wt","wt","wt","PA181","8","T7Hi",17358,17517,"T7p34","5.9",23799
"T7Hi","wt","wt","wt","PA181","8","T7Hi",17503,18406,"T7p35","6",113504
"T7Hi","wt","wt","wt","PA181","8","T7Hi",18393,18507,"T7p36","6.3",24471
"T7Hi","wt","wt","wt","PA181","8","T7Hi",18604,18859,"T7p37","6.5",153264
"T7Hi","wt","wt","wt","PA181","8","T7Hi",18863,19130,"T7p38","6.7",177635
"T7Hi","wt","wt","wt","PA181","8","T7Hi",19129,19531,"T7p39","7",260216
"T7Hi","wt","wt","wt","PA181","8","T7Hi",19534,19834,"T7p40","7.3",243749
"T7Hi","wt","wt","wt","PA181","8","T7Hi",19847,20240,"T7p41","7.7",296743
"T7Hi","wt","wt","wt","PA181","8","T7Hi",20239,21850,"T7p42","8",912840
"T7Hi","wt","wt","wt","PA181","8","T7Hi",21949,22873,"T7p43","9",924867
"T7Hi","wt","wt","wt","PA181","8","T7Hi",22966,24162,"T7p44","10B",2435722
"T7Hi","wt","wt","wt","PA181","8","T7Hi",22966,24004,"T7p45","10A",2209736
"T7Hi","wt","wt","wt","PA181","8","T7Hi",24227,24818,"T7p46","11",140579
"T7Hi","wt","wt","wt","PA181","8","T7Hi",24841,27226,"T7p47","12",498531
"T7Hi","wt","wt","wt","PA181","8","T7Hi",27306,27723,"T7p48","13",67186
"T7Hi","wt","wt","wt","PA181","8","T7Hi",27727,28318,"T7p49","14",193858
"T7Hi","wt","wt","wt","PA181","8","T7Hi",28324,30568,"T7p50","15",624045
"T7Hi","wt","wt","wt","PA181","8","T7Hi",30594,34551,"T7p51","16",840410
"T7Hi","wt","wt","wt","PA181","8","T7Hi",34623,36285,"T7p52","17",656941
"T7Hi","wt","wt","wt","PA181","8","T7Hi",36343,36547,"T7p53","17.5",77186
"T7Hi","wt","wt","wt","PA181","8","T7Hi",36552,36822,"T7p54","18",79336
"T7Hi","wt","wt","wt","PA181","8","T7Hi",36916,37348,"T7p55","18.5",92702
"T7Hi","wt","wt","wt","PA181","8","T7Hi",37031,37283,"T7p56","18.7",55351
"T7Hi","wt","wt","wt","PA181","8","T7Hi",37369,39130,"T7p57","19",286368
"T7Hi","wt","wt","wt","PA181","8","T7Hi",38015,38273,"T7p58","19.2",57001
"T7Hi","wt","wt","wt","PA181","8","T7Hi",38552,38726,"T7p59","19.3",41207
"T7Hi","wt","wt","wt","PA181","8","T7Hi",39388,39538,"T7p60","19.5",77201
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",890,1468,"T7p01","0.3",17894
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",1277,1433,"T7p02","0.4",0
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",1468,3138,"T7p03","0.7",21814
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",1495,1639,"T7p04","0.5",0
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",1635,1972,"T7p05","0.6B",2
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",1635,1797,"T7p06","0.6A",1
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",3138,5887,"T7p07","1",79633
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",5887,6448,"T7p08","1.2",130093
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",6006,6135,"T7p09","1.1",35983
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",6448,7588,"T7p10","1.3",267523
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",7607,7763,"T7p11","1.4",15273
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",7790,7880,"T7p12","1.5",37155
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",7905,8166,"T7p13","1.6",81756
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",8165,8756,"T7p14","1.7",206535
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",8748,8895,"T7p15","1.8",80955
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",8897,9092,"T7p16","2",77628
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",9157,9856,"T7p17","2.5",317506
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",9856,10276,"T7p18","2.8",203787
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",10256,10706,"T7p19","3",289590
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",10705,11161,"T7p20","3.5",377581
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",11224,11590,"T7p21","3.8",14756
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",11564,13265,"T7p22","4A",119951
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",11634,11757,"T7p23","4.1",11141
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",11753,13265,"T7p24","4B",111795
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",12987,13326,"T7p25","4.2",53000
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",13351,13564,"T7p26","4.3",76276
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",13583,13853,"T7p27","4.5",67088
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",13926,14334,"T7p28","4.7",39010
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",14352,16467,"T7p29","5",183907
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",16482,16839,"T7p30","5.3",63736
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",16850,17359,"T7p31","5.5-5.7",118407
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",16850,17150,"T7p32","5.5",82731
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",17149,17359,"T7p33","5.7",64479
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",17358,17517,"T7p34","5.9",46831
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",17503,18406,"T7p35","6",207990
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",18393,18507,"T7p36","6.3",46708
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",18604,18859,"T7p37","6.5",195238
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",18863,19130,"T7p38","6.7",211677
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",19129,19531,"T7p39","7",325457
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",19534,19834,"T7p40","7.3",284570
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",19847,20240,"T7p41","7.7",240829
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",20239,21850,"T7p42","8",490982
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",21949,22873,"T7p43","9",302112
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",22966,24162,"T7p44","10B",1932234
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",22966,24004,"T7p45","10A",1770683
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",24227,24818,"T7p46","11",113656
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",24841,27226,"T7p47","12",345105
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",27306,27723,"T7p48","13",82426
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",27727,28318,"T7p49","14",212667
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",28324,30568,"T7p50","15",622254
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",30594,34551,"T7p51","16",775055
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",34623,36285,"T7p52","17",1051071
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",36343,36547,"T7p53","17.5",120257
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",36552,36822,"T7p54","18",135619
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",36916,37348,"T7p55","18.5",162852
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",37031,37283,"T7p56","18.7",94457
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",37369,39130,"T7p57","19",501164
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",38015,38273,"T7p58","19.2",107739
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",38552,38726,"T7p59","19.3",76601
"phi9v2","wt-9","wt","phi9","PA121","2","T7Hi",39388,39538,"T7p60","19.5",137627
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",890,1468,"T7p01","0.3",5037
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",1277,1433,"T7p02","0.4",0
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",1468,3138,"T7p03","0.7",8147
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",1495,1639,"T7p04","0.5",0
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",1635,1972,"T7p05","0.6B",0
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",1635,1797,"T7p06","0.6A",0
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",3138,5887,"T7p07","1",22036
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",5887,6448,"T7p08","1.2",46934
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",6006,6135,"T7p09","1.1",11611
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",6448,7588,"T7p10","1.3",99017
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",7607,7763,"T7p11","1.4",7803
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",7790,7880,"T7p12","1.5",12235
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",7905,8166,"T7p13","1.6",31177
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",8165,8756,"T7p14","1.7",79894
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",8748,8895,"T7p15","1.8",29317
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",8897,9092,"T7p16","2",28803
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",9157,9856,"T7p17","2.5",113357
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",9856,10276,"T7p18","2.8",75309
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",10256,10706,"T7p19","3",92503
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",10705,11161,"T7p20","3.5",133849
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",11224,11590,"T7p21","3.8",6765
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",11564,13265,"T7p22","4A",64504
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",11634,11757,"T7p23","4.1",6165
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",11753,13265,"T7p24","4B",59541
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",12987,13326,"T7p25","4.2",28543
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",13351,13564,"T7p26","4.3",37036
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",13583,13853,"T7p27","4.5",34421
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",13926,14334,"T7p28","4.7",12232
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",14352,16467,"T7p29","5",76673
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",16482,16839,"T7p30","5.3",23721
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",16850,17359,"T7p31","5.5-5.7",42967
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",16850,17150,"T7p32","5.5",30641
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",17149,17359,"T7p33","5.7",23017
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",17358,17517,"T7p34","5.9",19575
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",17503,18406,"T7p35","6",93974
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",18393,18507,"T7p36","6.3",18139
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",18604,18859,"T7p37","6.5",61796
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",18863,19130,"T7p38","6.7",82080
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",19129,19531,"T7p39","7",100896
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",19534,19834,"T7p40","7.3",97457
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",19847,20240,"T7p41","7.7",76583
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",20239,21850,"T7p42","8",179264
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",21949,22873,"T7p43","9",106737
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",22966,24162,"T7p44","10B",638097
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",22966,24004,"T7p45","10A",573009
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",24227,24818,"T7p46","11",32754
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",24841,27226,"T7p47","12",119673
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",27306,27723,"T7p48","13",26217
"phi9v2","wt-9","wt","phi9","PA137","3","T7Hi",27727,28318,"T7p49","14",76620
